City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,ixtapa,20.7,-105.2,25.57,61,75,3.6,MX,1707680215
291,lubango,-14.9172,13.4925,19.92,73,75,2.57,AO,1707680117
292,newman,37.3138,-121.0208,14.03,70,85,0.89,US,1707680216
293,tenno,39.9,139.9667,1.81,61,97,3.23,JP,1707680217
294,rio grande,-32.035,-52.0986,29.06,84,96,4.12,BR,1707680217
295,cavan,53.9908,-7.3606,2.31,93,54,3.36,IE,1707680025
296,long beach,33.767,-118.1892,19.58,38,0,2.06,US,1707679671
297,greymouth,-42.4667,171.2,11.83,74,100,2.0,NZ,1707680137
298,carolina beach,34.0352,-77.8936,22.82,77,100,6.46,US,1707680219
299,portland,45.5234,-122.6762,12.32,92,100,5.66,US,1707679787
300,berezovyy,51.6667,135.7,-16.32,89,100,2.55,RU,1707680179
301,al muharraq,26.2572,50.6119,15.98,89,40,6.17,BH,1707680220
302,wagar,16.1525,36.2032,22.73,53,17,7.08,SD,1707680221
303,remire-montjoly,4.9167,-52.2667,29.02,74,75,5.66,GF,1707680221
304,chinchani,19.8667,72.7,22.24,53,4,3.2,IN,1707680222
305,badger,64.8,-147.5333,-5.57,91,100,2.57,US,1707680222
306,den burg,53.0542,4.7972,8.31,98,100,3.6,NL,1707680223
307,luderitz,-26.6481,15.1594,18.4,92,3,2.42,NA,1707680223
308,paracuru,-3.41,-39.0306,28.95,74,98,5.42,BR,1707680224
309,macau,22.2006,113.5461,16.85,67,0,4.63,MO,1707680225
310,vilyuysk,63.7553,121.6247,-30.0,95,100,4.02,RU,1707680226
311,barra de santo antonio,-9.4047,-35.5072,29.6,76,100,4.31,BR,1707680173
312,kourou,5.1552,-52.6478,29.03,68,12,4.19,GF,1707680095
313,kuala terengganu,5.3302,103.1408,26.97,78,40,4.63,MY,1707680163
314,horta,38.5333,-28.6333,17.8,89,40,8.75,PT,1707680054
315,winslow,35.0242,-110.6974,4.1,41,0,3.6,US,1707680228
316,suva,-18.1416,178.4415,26.71,94,75,0.0,FJ,1707679985
317,uliastay,47.7417,96.8444,-8.42,75,100,2.74,MN,1707680229
318,visby,57.6409,18.296,0.58,93,75,6.17,SE,1707680229
319,sisimiut,66.9395,-53.6735,-20.33,93,95,2.62,GL,1707680159
320,dodge city,37.7528,-100.0171,0.7,91,100,6.69,US,1707680231
321,shimoda,34.6667,138.95,4.5,67,0,10.65,JP,1707680231
322,atherton,53.5237,-2.4935,7.16,88,23,1.34,GB,1707680231
323,leava,-14.3,-178.1667,28.76,83,100,9.06,WF,1707680232
324,nogliki,51.8333,143.1667,-22.03,100,65,2.24,RU,1707680230
325,nikolayevsk-on-amure,53.1406,140.73,-21.44,99,99,0.98,RU,1707680233
326,nuriootpa,-34.4833,139.0,23.14,44,0,3.54,AU,1707680039
327,las palmas,28.4204,-14.0131,18.44,83,40,5.14,ES,1707680234
328,yemva,62.59,50.8594,-25.44,100,100,1.46,RU,1707680234
329,palmares do sul,-30.2578,-50.5097,24.51,88,77,3.73,BR,1707680221
330,poronaysk,49.2167,143.1167,-23.68,97,11,0.68,RU,1707680235
331,balabac,7.9868,117.0645,26.74,79,100,8.8,PH,1707680235
332,mogadishu,2.0371,45.3438,26.0,87,49,8.51,SO,1707680236
333,taro,-8.3862,115.28,25.0,94,100,0.68,ID,1707680236
334,nagasaki,32.7447,129.8736,6.57,67,5,3.94,JP,1707680237
335,cabo san lucas,22.8909,-109.9124,24.23,56,0,4.63,MX,1707680133
336,north bay,46.3168,-79.4663,-0.03,86,100,5.66,CA,1707680070
337,taguatinga,-12.3857,-46.5711,21.97,94,100,1.19,BR,1707680239
338,qaqortoq,60.7167,-46.0333,-16.1,74,99,2.29,GL,1707680128
339,margate,51.3813,1.3862,8.83,86,15,0.89,GB,1707680093
340,kamen'-na-obi,53.7884,81.3423,-15.25,93,98,4.98,RU,1707680240
341,mermoz boabab,14.7065,-17.4758,29.31,83,0,3.09,SN,1707680241
342,akureyri,65.6835,-18.0878,0.96,69,100,4.12,IS,1707680132
343,nsanje,-16.92,35.262,24.24,90,94,1.99,MW,1707680241
344,bakal,54.9417,58.8083,-18.45,98,100,1.67,RU,1707680242
345,afaahiti,-17.75,-149.2833,27.81,85,99,11.63,PF,1707680242
346,gumdag,39.2061,54.5906,12.32,49,45,4.84,TM,1707680243
347,antalaha,-14.9003,50.2788,24.93,92,99,1.67,MG,1707680126
348,port alfred,-33.5906,26.891,21.21,80,63,3.58,ZA,1707680244
349,san fernando de apure,7.8878,-67.4724,36.03,31,8,4.29,VE,1707680244
350,fergana,40.3842,71.7843,6.09,52,20,4.12,UZ,1707680245
351,shanhaiguan,39.9988,119.7564,-1.06,70,0,2.36,CN,1707680245
352,were ilu,10.6,39.4333,13.07,81,15,2.76,ET,1707680246
353,tongliao,43.6125,122.2653,-5.59,69,0,6.97,CN,1707680246
354,ain sukhna,29.6002,32.3167,15.55,54,59,2.25,EG,1707680247
355,elliot lake,46.3834,-82.6331,-1.06,74,100,3.63,CA,1707680247
356,port lincoln,-34.7333,135.8667,17.08,90,0,1.88,AU,1707680247
357,colonia,50.9333,6.95,10.03,82,75,2.57,DE,1707680248
358,potosi,-19.5836,-65.7531,13.02,61,97,4.76,BO,1707680248
359,key west,24.5557,-81.7826,26.0,78,0,5.14,US,1707680112
360,chinde,26.8418,88.0763,9.15,47,0,2.17,NP,1707680249
361,restrepo,3.822,-76.5224,29.19,70,50,2.71,CO,1707680250
362,kirensk,57.7853,108.1119,-9.46,94,73,1.34,RU,1707680250
363,lhasa,29.65,91.1,-1.67,48,81,1.56,CN,1707680251
364,ogwashi-uku,6.1782,6.5243,30.99,40,4,1.46,NG,1707680252
365,boende,-0.2167,20.8667,29.51,43,100,0.95,CD,1707680153
366,al wajh,26.2455,36.4525,19.97,45,0,3.09,SA,1707680252
367,juneau,58.3019,-134.4197,3.01,93,75,6.17,US,1707680253
368,fale old settlement,-9.3852,-171.2468,27.2,85,100,5.57,TK,1707680253
369,oelwein,42.6733,-91.9135,3.68,73,28,3.13,US,1707680254
370,isangel,-19.55,169.2667,27.17,86,70,4.45,VU,1707680254
371,invercargill,-46.4,168.35,11.12,87,100,2.24,NZ,1707680103
372,volokolamsk,56.0336,35.9694,-5.33,94,100,3.88,RU,1707680255
373,antonio enes,-16.2325,39.9086,26.02,90,100,3.55,MZ,1707680256
374,dembi dolo,8.5333,34.8,21.68,46,68,0.71,ET,1707680257
375,nova vicosa,-17.8919,-39.3719,27.66,73,21,4.17,BR,1707680257
376,pasni,25.2631,63.471,21.39,53,100,1.03,PK,1707680258
377,al mishkhab,31.8042,44.4911,13.06,73,4,2.53,IQ,1707680258
378,alto barinas,8.5931,-70.2261,35.28,30,9,3.41,VE,1707680259
379,port-gentil,-0.7193,8.7815,27.98,94,40,1.54,GA,1707680259
380,nanao,37.05,136.9667,1.82,98,100,3.65,JP,1707680259
381,vila velha,-20.3297,-40.2925,30.97,79,40,4.63,BR,1707680260
382,taoudenni,22.6783,-3.9836,26.86,21,0,3.66,ML,1707680260
383,ilomantsi,62.6716,30.9328,-20.73,100,100,1.44,FI,1707680261
384,katima mulilo,-17.5,24.2667,21.99,79,20,1.6,NA,1707680261
385,as sulayyil,20.4607,45.5779,22.14,15,33,4.33,SA,1707680262
386,udachny,66.4167,112.4,-30.97,97,100,3.83,RU,1707680205
387,aibak,36.2647,68.0155,10.09,34,100,2.97,AF,1707680263
388,pir jo goth,27.591,68.6179,14.0,13,94,2.95,PK,1707680263
389,broken hill,-31.95,141.4333,25.49,39,0,4.49,AU,1707680264
390,aoulef,26.9667,1.0833,24.11,30,0,3.46,DZ,1707680264
391,east ballina,-28.8667,153.5833,21.56,77,92,4.85,AU,1707680265
392,crane,31.3974,-102.3501,11.77,38,44,8.06,US,1707680265
393,isafjordur,66.0755,-23.124,0.74,81,67,10.95,IS,1707680266
394,arkhangel'sk,64.5401,40.5433,-22.72,76,20,1.0,RU,1707680266
395,severobaykal'sk,55.65,109.3167,-10.83,84,17,3.97,RU,1707680266
396,toamasina,-18.1667,49.3833,26.0,94,75,2.06,MG,1707680267
397,sao miguel,-5.4667,-35.3667,31.43,70,15,6.75,BR,1707680267
398,zaragoza,41.6561,-0.8773,11.12,60,0,3.6,ES,1707679891
399,kristiansund,63.1115,7.732,-0.64,64,0,3.6,NO,1707680268
400,pavlohrad,48.5167,35.8667,9.5,84,100,6.31,UA,1707680269
401,quellon,-43.1167,-73.6167,14.68,53,57,6.91,CL,1707680269
402,jincheng,35.5022,112.8328,2.24,54,0,2.08,CN,1707680270
403,sitka,57.0531,-135.33,5.94,70,75,4.63,US,1707680270
404,irakleion,35.3279,25.1434,17.09,72,40,8.75,GR,1707680271
405,novodvinsk,64.4165,40.8122,-22.92,100,84,1.36,RU,1707680271
406,keflavik,64.0049,-22.5624,0.24,59,0,4.63,IS,1707680272
407,saint-felicien,48.6501,-72.4491,-0.62,86,100,4.12,CA,1707680272
408,kuraymah,18.55,31.85,20.09,14,0,3.94,SD,1707680272
409,kapa'a,22.0752,-159.319,25.05,77,75,3.09,US,1707680273
410,masuguru,-11.3667,38.4167,23.06,99,100,0.98,TZ,1707680273
411,kununurra,-15.7667,128.7333,24.99,100,100,2.57,AU,1707680184
412,fort st. john,56.2499,-120.8529,0.94,51,40,5.14,CA,1707680274
413,courtenay,49.6866,-124.9936,7.11,87,100,4.63,CA,1707680064
414,san andres,12.5847,-81.7006,30.01,70,40,5.66,CO,1707680275
415,tabursuq,36.4569,9.2475,9.16,74,99,7.32,TN,1707680275
416,charnay-les-macon,46.3075,4.7848,8.22,86,41,2.14,FR,1707680276
417,pingliang,35.5392,106.6861,1.77,56,0,0.76,CN,1707680276
418,motygino,58.1831,94.7592,-14.94,93,100,3.62,RU,1707680278
419,tupaciguara,-18.5922,-48.705,24.05,79,77,4.27,BR,1707680278
420,neelankarai,12.9455,80.2575,25.03,78,40,1.03,IN,1707680279
421,talalayivka,50.9578,31.9209,2.65,100,100,3.89,UA,1707680279
422,gorno-altaysk,51.9561,85.955,-14.71,98,100,1.34,RU,1707680279
423,zdvinsk,54.7021,78.661,-17.03,95,100,5.27,RU,1707680280
424,tanout,14.9709,8.8879,24.2,7,0,3.95,NE,1707680280
425,namibe,-15.1961,12.1522,25.6,78,100,2.45,AO,1707680281
426,childress,34.4264,-100.204,1.14,93,100,8.23,US,1707680281
427,contai,21.7786,87.7536,19.96,49,72,0.31,IN,1707680282
428,tromso,69.6496,18.957,-4.99,80,20,1.54,NO,1707680097
429,la sarre,48.8002,-79.1996,-4.99,83,100,3.53,CA,1707680007
430,vigan,17.5747,120.3869,21.92,72,67,4.26,PH,1707680283
431,urangan,-25.3,152.9,22.33,91,24,2.68,AU,1707680284
432,spearfish,44.4908,-103.8594,6.6,35,16,6.17,US,1707680281
433,odzak,45.0111,18.3267,11.72,72,100,2.26,BA,1707680286
434,dalandzadgad,43.5708,104.425,-10.25,72,0,2.48,MN,1707680101
435,sydney mines,46.2367,-60.2177,5.36,83,40,3.6,CA,1707680286
436,sidney,-33.8679,151.2073,21.61,82,20,3.6,AU,1707680122
437,maun,-19.9833,23.4167,26.22,42,15,3.36,BW,1707680287
438,posto fiscal rolim de moura,-13.0833,-62.2667,31.0,61,60,2.19,BR,1707680288
439,fisterra,42.9049,-9.2629,13.75,92,93,10.28,ES,1707680288
440,cholpon-ata,42.6494,77.0823,-0.97,49,79,1.82,KG,1707680289
441,rabo de peixe,37.8,-25.5833,17.77,99,75,6.69,PT,1707680289
442,linxi,39.7,118.4333,0.79,67,0,0.85,CN,1707680290
443,simanggang,1.2472,111.4528,25.01,94,100,0.0,MY,1707680290
444,saguenay,48.4168,-71.0657,1.45,85,100,5.66,CA,1707680048
445,sal rei,16.1833,-22.9167,24.11,73,20,7.2,CV,1707680292
446,touros,-5.1989,-35.4608,28.1,81,11,7.86,BR,1707680228
447,bayevo,53.2833,80.7667,-13.81,93,100,5.76,RU,1707680293
448,atar,20.5169,-13.0499,26.2,29,0,4.73,MR,1707680294
449,itaituba,-4.2761,-55.9836,33.09,62,40,3.6,BR,1707680294
450,nagqu,31.5,92.0,-12.14,54,100,1.97,CN,1707680295
451,saudarkrokur,65.7461,-19.6394,-0.86,76,100,4.84,IS,1707680296
452,saiha,22.4833,92.9667,11.61,51,29,1.71,IN,1707680296
453,drobeta-turnu severin,44.6319,22.6561,11.17,79,100,2.08,RO,1707680297
454,saipan,15.1355,145.701,25.39,69,0,5.14,MP,1707680298
455,jamiltepec,16.2833,-97.8167,31.95,30,0,3.37,MX,1707680299
456,soio,-6.1349,12.3689,28.19,80,100,3.19,AO,1707680300
457,harstad,68.799,16.5293,-3.8,71,50,3.53,NO,1707680300
458,beipiao,41.7919,120.7792,-3.72,55,0,2.43,CN,1707680301
459,kudahuvadhoo,2.6708,72.8944,27.35,80,63,7.38,MV,1707680301
460,moab,38.5733,-109.5498,4.23,48,6,3.94,US,1707680302
461,vitre,48.1178,-1.2058,6.9,92,72,2.54,FR,1707680303
462,hinton,53.4001,-117.5857,1.43,74,91,1.75,CA,1707680303
463,saint-francois,46.4154,3.9054,8.69,78,100,4.12,FR,1707680140
464,changshu city,31.6462,120.7422,6.62,66,0,2.72,CN,1707680305
465,lashio,22.9333,97.75,10.85,69,0,0.76,MM,1707680305
466,tuburan,6.6439,122.2736,26.7,65,33,5.37,PH,1707680306
467,broome,42.2506,-75.833,4.83,77,100,2.06,US,1707680306
468,miri,4.4148,114.0089,26.08,89,20,2.06,MY,1707680307
469,gizo,-8.103,156.8419,27.27,81,90,4.0,SB,1707680308
470,masterton,-40.9597,175.6575,11.72,56,10,1.02,NZ,1707680308
471,villa regina,-39.1,-67.0667,32.77,15,51,2.68,AR,1707680309
472,fort william,56.8165,-5.1121,5.17,95,100,1.08,GB,1707680310
473,naze,28.3667,129.4833,12.51,58,5,7.34,JP,1707680310
474,lompoc,34.6391,-120.4579,18.72,53,0,0.45,US,1707680018
475,smithers,54.7804,-127.1743,-4.82,100,100,1.03,CA,1707680311
476,queenstown,-31.8976,26.8753,13.69,92,0,2.36,ZA,1707680312
477,tymovskoye,50.8456,142.655,-23.04,98,67,1.83,RU,1707680313
478,tiberias,32.7922,35.5312,17.47,59,100,2.32,IL,1707680313
479,horasan,40.0458,42.1728,-6.12,96,33,2.27,TR,1707680314
480,maceio,-9.6658,-35.7353,29.69,79,40,5.66,BR,1707680122
481,pimenta bueno,-11.6725,-61.1936,24.59,94,100,1.09,BR,1707680315
482,petropavlovka,50.6114,105.3196,-8.93,87,100,1.22,RU,1707680316
483,kavaratti,10.5669,72.642,27.85,75,3,4.75,IN,1707680100
484,puerto baquerizo moreno,-0.9,-89.6,29.55,74,75,5.14,EC,1707680079
485,chimbote,-9.0853,-78.5783,23.77,88,15,5.21,PE,1707680133
486,campo gallo,-26.5833,-62.85,35.68,39,97,2.81,AR,1707680319
487,bel ombre,-4.6167,55.4167,28.91,74,40,7.2,SC,1707680320
488,nuuk,64.1835,-51.7216,-13.66,66,47,7.2,GL,1707680220
489,kawm umbu,24.4767,32.9463,18.88,20,0,3.4,EG,1707680321
490,waat,51.1454,6.4958,9.99,92,20,1.03,DE,1707680322
491,arawa,-6.2132,155.5367,26.91,78,96,1.11,PG,1707680322
492,pekanbaru,0.5333,101.45,26.18,89,100,2.06,ID,1707680323
493,kushiro,42.975,144.3747,-8.47,86,36,3.09,JP,1707680318
494,wad rawah,15.1603,33.1397,23.82,12,0,5.07,SD,1707680324
495,priozersk,61.0393,30.1291,-8.92,84,87,3.51,RU,1707680325
496,andapa,-14.65,49.65,21.8,99,94,0.78,MG,1707680326
497,reggane,26.7158,0.1714,23.74,29,0,2.18,DZ,1707680326
498,sao felipe,-14.8167,-41.3833,26.92,64,100,3.11,BR,1707680327
499,cruzeiro do sul,-29.5128,-51.9853,26.21,82,100,1.22,BR,1707680328
500,lijiang,26.8688,100.2207,0.91,89,9,2.24,CN,1707680328
501,carnarvon,-24.8667,113.6333,25.51,72,0,7.81,AU,1707680329
502,al qitena,14.8648,32.3668,23.73,11,0,5.4,SD,1707680329
503,sefaatli,39.5043,34.7563,8.98,62,100,1.91,TR,1707680330
504,novohrad-volynskyi,50.5941,27.6165,5.57,92,100,3.1,UA,1707680331
505,nadi,-17.8,177.4167,28.0,89,75,2.06,FJ,1707680152
506,chebba,35.2372,11.115,13.09,55,51,7.41,TN,1707680181
507,eket,4.6412,7.9209,28.34,78,7,4.34,NG,1707680333
508,fonte boa,-2.4959,-66.2662,29.13,82,57,1.81,BR,1707680333
509,ciudad obregon,27.4833,-109.9333,17.12,31,0,5.66,MX,1707680244
510,tazacorte,28.629,-17.9293,19.54,96,75,1.03,ES,1707680335
511,belogorsk,50.9158,128.4611,-8.24,87,100,7.27,RU,1707680335
512,kapit,2.0167,112.9333,23.38,100,100,0.37,MY,1707680336
513,bilovods'k,49.2085,39.5897,1.49,100,100,3.6,UA,1707680337
514,hirara,24.8,125.2833,15.92,62,75,4.12,JP,1707680337
515,creston,41.0586,-94.3614,5.95,69,100,0.0,US,1707680338
516,inongo,-1.95,18.2667,26.21,70,73,2.8,CD,1707680339
517,palikir - national government center,6.9248,158.1611,27.41,74,100,4.12,FM,1707680340
518,kenai,60.5544,-151.2583,-6.97,93,0,3.09,US,1707680341
519,alto parana,-23.1289,-52.3189,36.39,21,80,4.19,BR,1707680342
520,tual,-5.6667,132.75,28.57,78,100,5.45,ID,1707680343
521,katsuura,35.1333,140.3,5.45,89,85,5.62,JP,1707680344
522,buxerolles,46.6167,0.4833,6.97,81,0,3.6,FR,1707680344
523,srivardhan,18.0333,73.0167,22.05,59,12,3.15,IN,1707680345
524,mount gambier,-37.8333,140.7667,11.62,96,1,0.96,AU,1707680346
525,guayaramerin,-10.8368,-65.3614,27.03,94,100,4.12,BO,1707680346
526,nanakuli,21.3906,-158.1547,25.9,75,0,2.06,US,1707680347
527,djambala,-2.5447,14.7533,21.76,86,99,1.28,CG,1707680348
528,marsh harbour,26.5412,-77.0636,23.49,72,90,5.9,BS,1707680084
529,nizhneudinsk,54.9076,99.0276,-18.18,96,67,1.57,RU,1707680349
530,port alberni,49.2413,-124.8028,7.84,95,100,1.34,CA,1707680350
531,basoko,1.2391,23.616,26.82,57,99,1.71,CD,1707680351
532,east london,-33.0153,27.9116,21.5,77,55,7.72,ZA,1707680107
533,porto seguro,-16.4497,-39.0647,29.29,79,40,3.09,BR,1707680229
534,carutapera,-1.195,-46.02,27.04,85,61,3.13,BR,1707680144
535,primorsk,46.7348,36.3443,7.85,79,100,6.41,UA,1707680354
536,ust'-barguzin,53.45,108.9833,-5.87,81,100,1.88,RU,1707680354
537,port moresby,-9.4431,147.1797,24.68,94,40,2.57,PG,1707680302
538,tafuna,-14.3358,-170.72,27.97,100,100,3.6,AS,1707680356
539,xiaoshi,41.2971,124.1209,-7.64,86,5,2.67,CN,1707680356
540,bonanza,14.0289,-84.591,30.55,49,70,2.68,NI,1707680357
541,mount pearl,47.5166,-52.7813,3.58,85,75,3.6,CA,1707680358
542,bonnyville,54.2668,-110.735,0.89,62,0,4.2,CA,1707680359
543,villa gesell,-37.2639,-56.973,28.31,57,53,1.38,AR,1707680359
544,dzuunharaa,48.8523,106.4579,-6.43,78,100,2.63,MN,1707680360
545,ambodifotatra,-16.9833,49.85,26.92,82,97,3.13,MG,1707680084
546,dennery,13.8996,-60.8879,28.07,93,40,5.66,LC,1707680362
547,sechura,-5.5569,-80.8222,30.54,55,46,5.5,PE,1707680363
548,pedernales,18.0384,-71.744,27.71,49,0,0.99,DO,1707680363
549,askoy,60.4092,5.226,3.75,100,75,1.54,NO,1707680364
550,astaneh-ye ashrafiyeh,37.2596,49.9444,13.12,62,0,1.07,IR,1707680365
551,daru,-9.0763,143.2092,25.24,89,26,2.37,PG,1707680366
552,severo-yeniseyskiy,60.3725,93.0408,-18.09,94,100,4.3,RU,1707680263
553,rutana,-3.8667,30.1,14.84,95,100,0.56,BI,1707680368
554,port-vila,-17.7338,168.3219,26.82,83,12,2.13,VU,1707680286
555,meadow lakes,61.6247,-149.6011,-0.95,89,0,3.09,US,1707680369
556,acarau,-2.8856,-40.12,28.26,79,100,6.95,BR,1707680370
557,belmonte,-15.8631,-38.8828,27.93,74,92,3.41,BR,1707680161
558,amarante do maranhao,-5.5667,-46.7422,23.89,91,100,2.09,BR,1707680371
559,grand falls-windsor,48.9332,-55.6649,2.5,93,100,0.45,CA,1707680372
560,kiunga,-6.1219,141.2906,23.05,99,100,0.51,PG,1707680372
561,conception bay south,47.4999,-52.9981,3.91,85,100,2.06,CA,1707680157
562,diego de almagro,-26.3667,-70.05,29.44,30,100,6.27,CL,1707680374
563,steinbach,50.1667,8.5667,9.54,88,75,4.63,DE,1707680374
564,revda,56.801,59.9303,-17.06,94,100,4.75,RU,1707680375
565,yulinshi,38.2906,109.7494,-3.95,82,3,1.29,CN,1707680376
566,al bawiti,28.3492,28.8659,16.1,44,100,2.36,EG,1707680376
567,buka,40.8108,69.1986,10.45,44,0,0.77,UZ,1707680377
568,tupiza,-21.45,-65.7167,22.9,39,100,4.99,BO,1707680378
569,gur'yevsk,54.2833,85.9333,-16.82,93,87,4.91,RU,1707680379
570,shalqar,47.8333,59.6,-13.22,85,98,2.59,KZ,1707680379
571,shilka,51.85,116.0333,-14.21,95,100,2.83,RU,1707680381
572,bayganin,48.6947,55.8742,-14.5,82,53,4.04,KZ,1707680382
573,ivdel',60.6911,60.4206,-28.23,98,5,1.79,RU,1707680383
574,waddan,29.1614,16.139,21.7,19,100,2.7,LY,1707680384
575,kavalerovo,44.2661,135.0572,-13.03,99,81,1.79,RU,1707680385
576,linhares,-19.3911,-40.0722,27.91,72,10,3.97,BR,1707680386
577,lib,8.3122,167.3766,26.66,77,100,11.02,MH,1707680386
578,tofol,5.3248,163.0078,27.51,75,100,9.96,FM,1707680172
579,kuanda,56.3161,116.0806,-14.58,97,100,0.98,RU,1707680388
580,faya-largeau,17.9257,19.1043,25.26,10,0,3.92,TD,1707680388
